label,text,text_clean
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only help? call: <PHONE>
ham,Indeed and by the way it was either or - not both !,indeed and by the way it was either or - not both !
ham,Mm umma ask vava also to come tell him can play later together,mm umma ask vava also to come tell him can play later together
ham,Hi good mornin.. Thanku wish u d same..,hi good mornin.. thanku wish u d same..
spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,guess who am i?this is the first time i created a web page <URL> read all i wrote. i'm waiting for your opinions. i want to be your friend 1/1
ham,Networking technical support associate.,networking technical support associate.
ham,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? ,maybe?! say hi to and find out if got his card. great escape or wetherspoons?
ham,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,i've sent my wife your text. after we buy them she'll tell you what to do. so just relax. we should go get them this wkend.
ham,Am also doing in cbe only. But have to pay.,am also doing in cbe only. but have to pay.
ham,Jesus armand really is trying to tell everybody he can find,jesus armand really is trying to tell everybody he can find
ham,Tension ah?what machi?any problem?,tension ah?what machi?any problem?
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow","hello from orange. for 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply yes. terms apply: <URL>"
ham,Sorry de i went to shop.,sorry de i went to shop.
ham,Nope... Think i will go for it on monday... Sorry i replied so late,nope... think i will go for it on monday... sorry i replied so late
ham,Then any special there?,then any special there?
ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,my new years eve was ok. i went to a party with my boyfriend. who is this si then hey
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,freemsg: txt: call to no: 86888 & claim your reward of 3 hours talk time to use from your phone now! subscribe6gbp/mnth inc 3hrs 16 stop?txtstop
ham,Sac needs to carry on:),sac needs to carry on:)
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,i'm not driving... raining! then i'll get caught at e mrt station lor.
ham,"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\""""","my painful personal thought- \i always try to keep everybody happy all the time. but nobody recognises me when i am alone\"""""
ham,I will treasure every moment we spend together...,i will treasure every moment we spend together...
spam,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.","lookatme!: thanks for your purchase of a video clip from lookatme!, you've been charged 35p. think you can do better? why not send a video in a mmsto 32323."
ham,Or i go home first lar Ì_ wait 4 me lor.. I put down my stuff first..,or i go home first lar ì_ wait 4 me lor.. i put down my stuff first..
ham,Quite late lar... Ard 12 anyway i wun b drivin...,quite late lar... ard 12 anyway i wun b drivin...
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,never blame a day in ur life. good days give u happiness. bad days give u experience. both are essential in life! all are gods blessings! good morning.:
ham,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around","if you can make it any time tonight or whenever you can it's cool, just text me whenever you're around"
ham,Leave it de:-). Start Prepare for next:-)..,leave it de:-). start prepare for next:-)..
ham,"Come round, it's . ","come round, it's ."
spam,500 free text msgs. Just text ok to 80488 and we'll credit your account,500 free text msgs. just text ok to 80488 and we'll credit your account
ham,Hmmm:)how many players selected?,hmmm:)how many players selected?
ham,\CHA QUITEAMUZING THATåÕSCOOL BABE,\cha quiteamuzing thatåõscool babe
ham,Great comedy..cant stop laughing da:),great comedy..cant stop laughing da:)
ham,Ok. There may be a free gym about.,ok. there may be a free gym about.
ham,Not..tel software name..,not..tel software name..
ham,"Alright, we're all set here, text the man","alright, we're all set here, text the man"
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,you have registered sinco as payee. log in at icicibank.com and enter urn &lt;#&gt; to confirm. beware of frauds. do not share or disclose urn to anyone.
ham,Mm i am on the way to railway,mm i am on the way to railway
ham,Sorry da thangam.it's my mistake.,sorry da thangam.it's my mistake.
ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,is your hamster dead? hey so tmr i meet you at 1pm orchard mrt?
ham,Oops i thk i dun haf enuff... I go check then tell Ì_..,oops i thk i dun haf enuff... i go check then tell ì_..
ham,"Me, i dont know again oh","me, i dont know again oh"
ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,you only hate me. you can call any but you didnt accept even a single call of mine. or even you messaged
ham,Oh ok i didnt know what you meant. Yep i am baby jontin,oh ok i didnt know what you meant. yep i am baby jontin
ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,i love u 2 babe! r u sure everything is alrite. is he being an idiot? txt bak girlie
spam,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,big brother alert! the computer has selected u for 10k cash or #150 voucher. call <PHONE>. ntt po box cro1327 18+ bt landline cost 150ppm mobiles vary
ham,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?","aight, i should be there by 8 at the latest, probably closer to 7. are jay and tyler down or should we just do two trips?"
ham,U call me alter at 11 ok.,u call me alter at 11 ok.
ham,"Get the door, I'm here","get the door, i'm here"
ham,Anything lor but toa payoh got place 2 walk meh...,anything lor but toa payoh got place 2 walk meh...
ham,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,i don't quite know what to do. i still can't get hold of anyone. i cud pick you up bout 7.30pm and we can see if they're in the pub?
spam,"URGENT! Your Mobile No. was awarded å£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM","urgent! your mobile no. was awarded å£2000 bonus caller prize on 5/9/03 this is our final try to contact u! call from landline <PHONE> box42wr29c, 150ppm"
ham,I don't think he has spatula hands!,i don't think he has spatula hands!
ham,"How about clothes, jewelry, and trips?","how about clothes, jewelry, and trips?"
ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.,good day to you too.pray for me.remove the teeth as its painful maintaining other stuff.
spam,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg å£1.50","oh my god! i've found your number again! i'm so glad, text me back xafter this msgs cst std ntwk chg å£1.50"
ham,Oh ya ya. I remember da. .,oh ya ya. i remember da. .
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,we tried to call you re your reply to our sms for a video mobile 750 mins unlimited text free camcorder reply or call now <PHONE> del thurs
ham,Yes. that will be fine. Love you. Be safe.,yes. that will be fine. love you. be safe.
ham,None of that's happening til you get here though,none of that's happening til you get here though
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,-pls stop bootydelious (32/f) is inviting you to be her friend. reply yes-434 or no-434 see her: <URL> stop? send stop frnd to 62468
ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,nothing but we jus tot u would ask cos u ba gua... but we went mt faber yest... yest jus went out already mah so today not going out... jus call lor...
ham,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)","beautiful tomorrow never comes.. when it comes, it's already today.. in the hunt of beautiful tomorrow don't waste your wonderful today.. goodmorning:)"
ham,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? ,yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. till 2! but we won't go there! not doing too badly cheers. you?
ham,Havent shopping now lor i juz arrive only,havent shopping now lor i juz arrive only
